event_id,date,journey_id,step_name,step_type,callers_entered,callers_completed,drop_off_callers,no_match_callers,no_input_callers,transferred_callers,avg_step_seconds
EVT00929,2026-04-05,JRN021,Eligibility or account lookup,Integration,2776,2429,283,19,16,64,85
EVT00930,2026-04-05,JRN021,Self-service resolution,Automation,2429,2273,149,16,18,7,101
EVT00931,2026-04-05,JRN021,Agent transfer,Routing,2273,2010,218,20,3,45,137
EVT00932,2026-04-05,JRN022,Greeting and language,Menu,2495,2413,65,11,105,17,46
EVT00933,2026-04-05,JRN022,Intent capture,Speech recognition,2413,2132,228,143,67,53,71
EVT00934,2026-04-05,JRN022,Eligibility or account lookup,Integration,2132,1930,181,13,10,21,82
EVT00935,2026-04-05,JRN022,Self-service resolution,Automation,1930,1797,127,21,10,6,117
EVT00936,2026-04-05,JRN022,Agent transfer,Routing,1797,1631,160,6,10,6,132
EVT00937,2026-04-05,JRN023,Greeting and language,Menu,939,914,16,7,25,9,43
EVT00938,2026-04-05,JRN023,Caller authentication,Authentication,914,865,46,10,3,3,47
EVT00939,2026-04-05,JRN023,Intent capture,Speech recognition,865,770,88,48,25,7,68
EVT00940,2026-04-05,JRN023,Eligibility or account lookup,Integration,770,691,74,7,4,5,86
EVT00941,2026-04-05,JRN023,Self-service resolution,Automation,691,631,57,2,3,3,105
EVT00942,2026-04-05,JRN023,Agent transfer,Routing,631,562,58,5,0,11,126
EVT00943,2026-04-05,JRN024,Greeting and language,Menu,1070,978,69,4,40,23,44
EVT00944,2026-04-05,JRN024,Intent capture,Speech recognition,978,840,134,41,45,4,74
EVT00945,2026-04-05,JRN024,Eligibility or account lookup,Integration,840,714,106,3,1,20,92
EVT00946,2026-04-05,JRN024,Self-service resolution,Automation,714,630,81,5,5,3,112
EVT00947,2026-04-05,JRN024,Agent transfer,Routing,630,552,71,2,2,7,120
EVT00948,2026-04-05,JRN025,Greeting and language,Menu,3389,3104,236,10,132,49,33
EVT00949,2026-04-05,JRN025,Caller authentication,Authentication,3104,2832,206,36,21,66,62
EVT00950,2026-04-05,JRN025,Intent capture,Speech recognition,2832,2414,374,98,96,44,53
EVT00951,2026-04-05,JRN025,Eligibility or account lookup,Integration,2414,2101,290,17,7,23,90
EVT00952,2026-04-05,JRN025,Self-service resolution,Automation,2101,1866,211,19,8,24,117
EVT00953,2026-04-05,JRN025,Agent transfer,Routing,1866,1622,209,17,10,35,126
EVT00954,2026-04-05,JRN026,Greeting and language,Menu,3097,2983,50,10,149,64,45
EVT00955,2026-04-05,JRN026,Caller authentication,Authentication,2983,2839,90,11,3,54,57
EVT00956,2026-04-05,JRN026,Intent capture,Speech recognition,2839,2559,254,118,139,26,73
EVT00957,2026-04-05,JRN026,Eligibility or account lookup,Integration,2559,2274,234,18,20,51,89
EVT00958,2026-04-05,JRN026,Self-service resolution,Automation,2274,2060,170,18,5,44,106
EVT00959,2026-04-05,JRN026,Agent transfer,Routing,2060,1842,186,16,12,32,117
EVT00960,2026-04-05,JRN027,Greeting and language,Menu,3482,3373,98,13,150,11,35
EVT00961,2026-04-05,JRN027,Caller authentication,Authentication,3373,3186,125,31,23,62,61
EVT00962,2026-04-05,JRN027,Intent capture,Speech recognition,3186,2899,267,149,92,20,66
EVT00963,2026-04-05,JRN027,Eligibility or account lookup,Integration,2899,2649,239,8,10,11,99
EVT00964,2026-04-05,JRN027,Self-service resolution,Automation,2649,2364,225,12,21,60,109
EVT00965,2026-04-05,JRN027,Agent transfer,Routing,2364,2117,197,21,19,50,128
EVT00966,2026-04-05,JRN028,Greeting and language,Menu,2649,2539,79,21,67,31,26
EVT00967,2026-04-05,JRN028,Intent capture,Speech recognition,2539,2247,261,100,91,31,72
EVT00968,2026-04-05,JRN028,Eligibility or account lookup,Integration,2247,1969,229,26,5,49,96
EVT00969,2026-04-05,JRN028,Self-service resolution,Automation,1969,1766,156,11,14,47,112
EVT00970,2026-04-05,JRN028,Agent transfer,Routing,1766,1581,176,5,6,9,137
EVT00971,2026-04-05,JRN029,Greeting and language,Menu,1657,1577,61,17,57,19,26
EVT00972,2026-04-05,JRN029,Caller authentication,Authentication,1577,1502,44,9,5,31,56
EVT00973,2026-04-05,JRN029,Intent capture,Speech recognition,1502,1338,130,79,42,34,72
EVT00974,2026-04-05,JRN029,Eligibility or account lookup,Integration,1338,1178,131,4,8,29,90
EVT00975,2026-04-05,JRN029,Self-service resolution,Automation,1178,1050,103,7,6,25,104
EVT00976,2026-04-05,JRN029,Agent transfer,Routing,1050,937,93,5,8,20,126
EVT00977,2026-04-05,JRN030,Greeting and language,Menu,3155,2923,220,21,83,12,34
EVT00978,2026-04-05,JRN030,Intent capture,Speech recognition,2923,2456,399,115,118,68,59
EVT00979,2026-04-05,JRN030,Eligibility or account lookup,Integration,2456,2135,301,25,18,20,94
EVT00980,2026-04-05,JRN030,Self-service resolution,Automation,2135,1853,233,24,4,49,111
EVT00981,2026-04-05,JRN030,Agent transfer,Routing,1853,1595,229,10,10,29,123
EVT00982,2026-04-05,JRN031,Greeting and language,Menu,1073,1017,36,5,39,20,46
EVT00983,2026-04-05,JRN031,Intent capture,Speech recognition,1017,894,105,62,34,18,73
EVT00984,2026-04-05,JRN031,Eligibility or account lookup,Integration,894,790,90,6,6,14,81
EVT00985,2026-04-05,JRN031,Self-service resolution,Automation,790,728,51,5,2,11,121
EVT00986,2026-04-05,JRN031,Agent transfer,Routing,728,658,65,8,2,5,127
EVT00987,2026-04-05,JRN032,Greeting and language,Menu,3211,3036,103,30,138,72,24
EVT00988,2026-04-05,JRN032,Caller authentication,Authentication,3036,2870,116,25,6,50,47
EVT00989,2026-04-05,JRN032,Intent capture,Speech recognition,2870,2543,271,208,91,56,64
EVT00990,2026-04-05,JRN032,Eligibility or account lookup,Integration,2543,2313,197,5,18,33,87
EVT00991,2026-04-05,JRN032,Self-service resolution,Automation,2313,2084,188,16,12,41,113
EVT00992,2026-04-05,JRN032,Agent transfer,Routing,2084,1881,169,24,5,34,123
EVT00993,2026-04-05,JRN033,Greeting and language,Menu,1272,1222,32,5,58,18,33
EVT00994,2026-04-05,JRN033,Caller authentication,Authentication,1222,1151,53,4,8,18,26
EVT00995,2026-04-05,JRN033,Intent capture,Speech recognition,1151,1037,104,64,28,10,66
EVT00996,2026-04-05,JRN033,Eligibility or account lookup,Integration,1037,943,80,8,6,14,90
EVT00997,2026-04-05,JRN033,Self-service resolution,Automation,943,856,84,3,7,3,110
EVT00998,2026-04-05,JRN033,Agent transfer,Routing,856,774,72,9,1,10,112
EVT00999,2026-04-05,JRN034,Greeting and language,Menu,2448,2290,106,18,75,52,31
EVT01000,2026-04-05,JRN034,Caller authentication,Authentication,2290,2115,141,17,12,34,55
EVT01001,2026-04-05,JRN034,Intent capture,Speech recognition,2115,1803,292,137,68,20,76
EVT01002,2026-04-05,JRN034,Eligibility or account lookup,Integration,1803,1538,226,16,5,39,81
EVT01003,2026-04-05,JRN034,Self-service resolution,Automation,1538,1320,185,11,6,33,128
EVT01004,2026-04-05,JRN034,Agent transfer,Routing,1320,1164,153,7,1,3,130
EVT01005,2026-04-05,JRN035,Greeting and language,Menu,2947,2809,72,25,78,66,36
EVT01006,2026-04-05,JRN035,Caller authentication,Authentication,2809,2610,135,15,7,64,60
EVT01007,2026-04-05,JRN035,Intent capture,Speech recognition,2610,2334,221,113,101,55,69
EVT01008,2026-04-05,JRN035,Eligibility or account lookup,Integration,2334,2064,248,20,19,22,88
EVT01009,2026-04-05,JRN035,Self-service resolution,Automation,2064,1856,173,22,17,35,110
EVT01010,2026-04-05,JRN035,Agent transfer,Routing,1856,1653,165,6,14,38,140
EVT01011,2026-04-05,JRN036,Greeting and language,Menu,1513,1433,74,8,63,6,33
EVT01012,2026-04-05,JRN036,Intent capture,Speech recognition,1433,1199,201,61,56,33,78
EVT01013,2026-04-05,JRN036,Eligibility or account lookup,Integration,1199,1043,142,5,4,14,97
EVT01014,2026-04-05,JRN036,Self-service resolution,Automation,1043,909,123,3,8,11,105
EVT01015,2026-04-05,JRN036,Agent transfer,Routing,909,785,115,2,3,9,115
EVT01016,2026-04-05,JRN037,Greeting and language,Menu,1507,1427,70,17,66,10,36
EVT01017,2026-04-05,JRN037,Caller authentication,Authentication,1427,1325,78,6,12,24,49
EVT01018,2026-04-05,JRN037,Intent capture,Speech recognition,1325,1153,160,85,40,12,77
EVT01019,2026-04-05,JRN037,Eligibility or account lookup,Integration,1153,1011,133,11,4,9,87
EVT01020,2026-04-05,JRN037,Self-service resolution,Automation,1011,885,105,3,7,21,103
EVT01021,2026-04-05,JRN037,Agent transfer,Routing,885,772,104,2,1,9,127
EVT01022,2026-04-05,JRN038,Greeting and language,Menu,2746,2645,93,29,108,8,37
EVT01023,2026-04-05,JRN038,Intent capture,Speech recognition,2645,2396,236,100,76,13,84
EVT01024,2026-04-05,JRN038,Eligibility or account lookup,Integration,2396,2142,240,10,17,14,77
EVT01025,2026-04-05,JRN038,Self-service resolution,Automation,2142,1931,192,14,9,19,101
EVT01026,2026-04-05,JRN038,Agent transfer,Routing,1931,1736,176,14,12,19,118
EVT01027,2026-04-05,JRN039,Greeting and language,Menu,932,897,30,3,42,5,38
EVT01028,2026-04-05,JRN039,Caller authentication,Authentication,897,840,45,2,1,12,41
EVT01029,2026-04-05,JRN039,Intent capture,Speech recognition,840,748,80,29,40,12,72
EVT01030,2026-04-05,JRN039,Eligibility or account lookup,Integration,748,671,71,4,4,6,84
EVT01031,2026-04-05,JRN039,Self-service resolution,Automation,671,613,45,3,1,13,111
EVT01032,2026-04-05,JRN039,Agent transfer,Routing,613,550,50,6,4,13,124
EVT01033,2026-04-05,JRN040,Greeting and language,Menu,3949,3608,269,12,154,72,42
EVT01034,2026-04-05,JRN040,Caller authentication,Authentication,3608,3369,226,37,21,13,51
EVT01035,2026-04-05,JRN040,Intent capture,Speech recognition,3369,2945,400,179,83,24,63
EVT01036,2026-04-05,JRN040,Eligibility or account lookup,Integration,2945,2491,392,7,7,62,89
EVT01037,2026-04-05,JRN040,Self-service resolution,Automation,2491,2168,265,19,6,58,100
EVT01038,2026-04-05,JRN040,Agent transfer,Routing,2168,1864,281,21,11,23,128
EVT01039,2026-04-05,JRN041,Greeting and language,Menu,3587,3495,67,17,137,25,42
EVT01040,2026-04-05,JRN041,Caller authentication,Authentication,3495,3273,159,17,6,63,40
EVT01041,2026-04-05,JRN041,Intent capture,Speech recognition,3273,2916,289,150,97,68,80
EVT01042,2026-04-05,JRN041,Eligibility or account lookup,Integration,2916,2559,293,7,14,64,83
EVT01043,2026-04-05,JRN041,Self-service resolution,Automation,2559,2377,170,12,10,12,119
EVT01044,2026-04-05,JRN041,Agent transfer,Routing,2377,2132,207,22,20,38,114
EVT01045,2026-04-05,JRN042,Greeting and language,Menu,2607,2403,189,11,117,15,29
EVT01046,2026-04-05,JRN042,Intent capture,Speech recognition,2403,2052,296,155,74,55,68
EVT01047,2026-04-05,JRN042,Eligibility or account lookup,Integration,2052,1823,222,16,11,7,93
EVT01048,2026-04-05,JRN042,Self-service resolution,Automation,1823,1619,198,9,5,6,110
EVT01049,2026-04-05,JRN042,Agent transfer,Routing,1619,1393,210,16,10,16,131
EVT01050,2026-04-06,JRN001,Greeting and language,Menu,3138,2919,190,27,99,29,29
EVT01051,2026-04-06,JRN001,Caller authentication,Authentication,2919,2646,225,20,14,48,46
EVT01052,2026-04-06,JRN001,Intent capture,Speech recognition,2646,2242,370,176,105,34,68
EVT01053,2026-04-06,JRN001,Eligibility or account lookup,Integration,2242,1911,301,12,16,30,94
EVT01054,2026-04-06,JRN001,Self-service resolution,Automation,1911,1690,210,14,13,11,106
EVT01055,2026-04-06,JRN001,Agent transfer,Routing,1690,1454,204,6,2,32,128
EVT01056,2026-04-06,JRN002,Greeting and language,Menu,886,853,29,7,35,4,36
EVT01057,2026-04-06,JRN002,Intent capture,Speech recognition,853,767,73,46,24,13,82
EVT01058,2026-04-06,JRN002,Eligibility or account lookup,Integration,767,687,69,8,5,11,77
EVT01059,2026-04-06,JRN002,Self-service resolution,Automation,687,624,60,3,2,3,108
EVT01060,2026-04-06,JRN002,Agent transfer,Routing,624,556,53,5,1,15,147
EVT01061,2026-04-06,JRN003,Greeting and language,Menu,732,687,35,3,18,10,33
EVT01062,2026-04-06,JRN003,Intent capture,Speech recognition,687,591,83,34,26,13,62
EVT01063,2026-04-06,JRN003,Eligibility or account lookup,Integration,591,497,80,6,0,14,85
EVT01064,2026-04-06,JRN003,Self-service resolution,Automation,497,438,50,1,3,9,96
EVT01065,2026-04-06,JRN003,Agent transfer,Routing,438,379,57,4,2,2,117
EVT01066,2026-04-06,JRN004,Greeting and language,Menu,3626,3421,161,18,139,44,39
EVT01067,2026-04-06,JRN004,Caller authentication,Authentication,3421,3152,231,13,25,38,44
EVT01068,2026-04-06,JRN004,Intent capture,Speech recognition,3152,2670,423,171,77,59,63
EVT01069,2026-04-06,JRN004,Eligibility or account lookup,Integration,2670,2282,362,5,20,26,96
EVT01070,2026-04-06,JRN004,Self-service resolution,Automation,2282,1978,258,7,12,46,115
EVT01071,2026-04-06,JRN004,Agent transfer,Routing,1978,1759,208,8,15,11,120
EVT01072,2026-04-06,JRN005,Greeting and language,Menu,587,574,9,6,19,4,24
EVT01073,2026-04-06,JRN005,Caller authentication,Authentication,574,546,26,3,3,2,57
EVT01074,2026-04-06,JRN005,Intent capture,Speech recognition,546,492,52,20,17,2,75
EVT01075,2026-04-06,JRN005,Eligibility or account lookup,Integration,492,437,44,2,4,11,95
EVT01076,2026-04-06,JRN005,Self-service resolution,Automation,437,392,37,3,1,8,115
EVT01077,2026-04-06,JRN005,Agent transfer,Routing,392,357,31,2,2,4,135
EVT01078,2026-04-06,JRN006,Greeting and language,Menu,1429,1363,52,3,34,14,41
EVT01079,2026-04-06,JRN006,Caller authentication,Authentication,1363,1283,47,14,9,33,62
EVT01080,2026-04-06,JRN006,Intent capture,Speech recognition,1283,1154,116,76,33,13,78
EVT01081,2026-04-06,JRN006,Eligibility or account lookup,Integration,1154,1035,102,6,6,17,82
EVT01082,2026-04-06,JRN006,Self-service resolution,Automation,1035,945,66,6,3,24,121
EVT01083,2026-04-06,JRN006,Agent transfer,Routing,945,838,86,8,7,21,124
EVT01084,2026-04-06,JRN007,Greeting and language,Menu,1944,1811,85,6,76,48,29
EVT01085,2026-04-06,JRN007,Caller authentication,Authentication,1811,1685,118,8,4,8,46
EVT01086,2026-04-06,JRN007,Intent capture,Speech recognition,1685,1426,229,72,76,30,87
EVT01087,2026-04-06,JRN007,Eligibility or account lookup,Integration,1426,1233,179,12,12,14,98
EVT01088,2026-04-06,JRN007,Self-service resolution,Automation,1233,1068,145,6,9,20,105
EVT01089,2026-04-06,JRN007,Agent transfer,Routing,1068,950,111,6,2,7,143
EVT01090,2026-04-06,JRN008,Greeting and language,Menu,2053,1969,56,8,63,28,33
EVT01091,2026-04-06,JRN008,Intent capture,Speech recognition,1969,1753,173,75,91,43,71
EVT01092,2026-04-06,JRN008,Eligibility or account lookup,Integration,1753,1590,149,5,12,14,97
EVT01093,2026-04-06,JRN008,Self-service resolution,Automation,1590,1459,112,6,1,19,112
EVT01094,2026-04-06,JRN008,Agent transfer,Routing,1459,1310,124,13,11,25,121
EVT01095,2026-04-06,JRN009,Greeting and language,Menu,1654,1563,67,12,47,24,21
EVT01096,2026-04-06,JRN009,Caller authentication,Authentication,1563,1453,79,17,7,31,62
EVT01097,2026-04-06,JRN009,Intent capture,Speech recognition,1453,1289,134,97,43,30,62
EVT01098,2026-04-06,JRN009,Eligibility or account lookup,Integration,1289,1151,111,12,5,27,95
EVT01099,2026-04-06,JRN009,Self-service resolution,Automation,1151,1058,76,9,5,17,114
EVT01100,2026-04-06,JRN009,Agent transfer,Routing,1058,951,95,3,1,12,132
EVT01101,2026-04-06,JRN010,Greeting and language,Menu,1614,1521,55,16,47,38,22
EVT01102,2026-04-06,JRN010,Intent capture,Speech recognition,1521,1336,165,81,44,20,64
EVT01103,2026-04-06,JRN010,Eligibility or account lookup,Integration,1336,1182,129,7,6,25,92
EVT01104,2026-04-06,JRN010,Self-service resolution,Automation,1182,1085,88,2,3,9,116
EVT01105,2026-04-06,JRN010,Agent transfer,Routing,1085,981,79,2,9,25,123
EVT01106,2026-04-06,JRN011,Greeting and language,Menu,2546,2427,81,15,62,38,28
EVT01107,2026-04-06,JRN011,Caller authentication,Authentication,2427,2299,118,28,20,10,57
EVT01108,2026-04-06,JRN011,Intent capture,Speech recognition,2299,2042,246,155,69,11,83
EVT01109,2026-04-06,JRN011,Eligibility or account lookup,Integration,2042,1840,184,6,6,18,93
EVT01110,2026-04-06,JRN011,Self-service resolution,Automation,1840,1698,113,16,9,29,108
EVT01111,2026-04-06,JRN011,Agent transfer,Routing,1698,1550,134,7,15,14,125
EVT01112,2026-04-06,JRN012,Greeting and language,Menu,1575,1489,49,14,50,37,33
EVT01113,2026-04-06,JRN012,Caller authentication,Authentication,1489,1376,78,5,4,35,65
EVT01114,2026-04-06,JRN012,Intent capture,Speech recognition,1376,1230,135,53,46,11,74
EVT01115,2026-04-06,JRN012,Eligibility or account lookup,Integration,1230,1088,129,7,3,13,106
EVT01116,2026-04-06,JRN012,Self-service resolution,Automation,1088,973,92,4,1,23,109
EVT01117,2026-04-06,JRN012,Agent transfer,Routing,973,877,91,8,2,5,118
EVT01118,2026-04-06,JRN013,Greeting and language,Menu,2601,2474,114,13,97,13,32
EVT01119,2026-04-06,JRN013,Caller authentication,Authentication,2474,2296,136,18,11,42,54
EVT01120,2026-04-06,JRN013,Intent capture,Speech recognition,2296,2027,261,161,101,8,64
EVT01121,2026-04-06,JRN013,Eligibility or account lookup,Integration,2027,1778,240,20,13,9,103
EVT01122,2026-04-06,JRN013,Self-service resolution,Automation,1778,1591,181,10,9,6,105
EVT01123,2026-04-06,JRN013,Agent transfer,Routing,1591,1404,178,4,7,9,136
EVT01124,2026-04-06,JRN014,Greeting and language,Menu,3399,3310,45,33,100,44,31
EVT01125,2026-04-06,JRN014,Intent capture,Speech recognition,3310,2998,290,212,135,22,76
EVT01126,2026-04-06,JRN014,Eligibility or account lookup,Integration,2998,2655,303,22,20,40,93
EVT01127,2026-04-06,JRN014,Self-service resolution,Automation,2655,2474,167,15,5,14,112
EVT01128,2026-04-06,JRN014,Agent transfer,Routing,2474,2200,245,22,8,29,123
EVT01129,2026-04-06,JRN015,Greeting and language,Menu,867,838,26,6,43,3,40
EVT01130,2026-04-06,JRN015,Caller authentication,Authentication,838,787,41,5,2,10,57
EVT01131,2026-04-06,JRN015,Intent capture,Speech recognition,787,700,69,35,36,18,71
EVT01132,2026-04-06,JRN015,Eligibility or account lookup,Integration,700,636,56,3,1,8,94
EVT01133,2026-04-06,JRN015,Self-service resolution,Automation,636,565,56,2,1,15,113
EVT01134,2026-04-06,JRN015,Agent transfer,Routing,565,504,56,4,0,5,128
EVT01135,2026-04-06,JRN016,Greeting and language,Menu,1280,1228,48,13,43,4,30
EVT01136,2026-04-06,JRN016,Intent capture,Speech recognition,1228,1098,123,56,36,7,64
EVT01137,2026-04-06,JRN016,Eligibility or account lookup,Integration,1098,990,98,9,6,10,71
EVT01138,2026-04-06,JRN016,Self-service resolution,Automation,990,892,80,4,3,18,102
EVT01139,2026-04-06,JRN016,Agent transfer,Routing,892,807,80,4,3,5,138
EVT01140,2026-04-06,JRN017,Greeting and language,Menu,2726,2607,61,30,106,58,38
EVT01141,2026-04-06,JRN017,Intent capture,Speech recognition,2607,2276,282,189,110,49,79
EVT01142,2026-04-06,JRN017,Eligibility or account lookup,Integration,2276,2012,230,24,6,34,95
EVT01143,2026-04-06,JRN017,Self-service resolution,Automation,2012,1837,153,12,5,22,93
EVT01144,2026-04-06,JRN017,Agent transfer,Routing,1837,1682,137,3,9,18,128
EVT01145,2026-04-06,JRN018,Greeting and language,Menu,1704,1663,33,17,65,8,24
EVT01146,2026-04-06,JRN018,Caller authentication,Authentication,1663,1589,66,13,9,8,48
EVT01147,2026-04-06,JRN018,Intent capture,Speech recognition,1589,1415,144,55,61,30,57
EVT01148,2026-04-06,JRN018,Eligibility or account lookup,Integration,1415,1235,146,16,5,34,88
EVT01149,2026-04-06,JRN018,Self-service resolution,Automation,1235,1107,98,12,8,30,108
EVT01150,2026-04-06,JRN018,Agent transfer,Routing,1107,997,95,7,9,15,135
EVT01151,2026-04-06,JRN019,Greeting and language,Menu,3092,2892,181,16,108,19,41
EVT01152,2026-04-06,JRN019,Caller authentication,Authentication,2892,2638,233,10,25,21,51
EVT01153,2026-04-06,JRN019,Intent capture,Speech recognition,2638,2258,354,178,87,26,59
EVT01154,2026-04-06,JRN019,Eligibility or account lookup,Integration,2258,1950,301,21,2,7,83
EVT01155,2026-04-06,JRN019,Self-service resolution,Automation,1950,1702,223,18,17,25,107
EVT01156,2026-04-06,JRN019,Agent transfer,Routing,1702,1473,205,13,1,24,130
EVT01157,2026-04-06,JRN020,Greeting and language,Menu,840,825,13,3,29,2,20
EVT01158,2026-04-06,JRN020,Caller authentication,Authentication,825,798,22,6,5,5,45
EVT01159,2026-04-06,JRN020,Intent capture,Speech recognition,798,717,71,48,23,10,77
